Set Code,Number,Finish,Count,Location,Order/Add Date,Price Per Card,Order Note,Name
UMA,240,N,1,Lands,45078,1.29,CK,Dakmor Salvage
WAR,245,N,1,Lands,44619,0.99,CK,Emergence Zone
WAR,245,N,1,Lands,44619,0.99,CK,Emergence Zone
C19,242,N,1,Lands,44544,0.49,CS,Exotic Orchard
NEC,168,N,1,Lands,44751,0.24,TCG,Exotic Orchard
C19,242,N,1,Lands,44922,0.24,TCG,Exotic Orchard
VOW,402,N,,Lands,,,,Forest
STX,266,N,1,Lands,44505,,Packs 1,Furycalm Snarl
C21,290,N,1,Lands,44544,0.25,CS,Gingerbread Cabin
MH3,254,N,1,Lands,45536,,Packs 2,Glasswing Grace // Age-Graced Chapel
KHM,259,N,1,Lands,45149,0.05,TCG,Great Hall of Starnheim
ZNC,131,N,1,Lands,44619,0.25,CK,Gruul Turf
CMR,351,N,2,Lands,44646,,CMR 1,Guildless Commons
CLB,896,N,1,Lands,45185,0.29,TCG,Highland Forest
VOW,399,N,,Lands,,,,Island
WWK,139,N,1,Lands,45220,1,TCG,Lavaclaw Reaches
DSC,286,N,1,Lands,45559,0.71,TCG,Leechridden Swamp
C13,305,N,1,Lands,44942,0.15,TCG,Lonely Sandbar
CLB,901,N,1,Lands,44765,0.13,TCG,Mossfire Valley
VOW,401,N,,Lands,,,,Mountain
CLB,905,N,1,Lands,44922,0.1,TCG,Nephalia Drownyard
C16,314,N,1,Lands,44619,0.25,CK,Orzhov Basilica
CLB,906,N,1,Lands,44787,,Precon 1 Nalia,Orzhov Basilica
CMR,353,F,1,Lands,44646,,CMR 1,Path of Ancestry
VOC,177,N,1,Lands,44533,0.25,CS,Path of Ancestry
CMR,353,N,3,Lands,44646,,CMR 1,Path of Ancestry
CLB,907,N,1,Lands,44787,,Precon 1 Nalia,Path of Ancestry
VOW,398,N,,Lands,,,,Plains
VOC,180,N,1,Lands,44533,0.25,CS,Rakdos Carnarium
ORI,250,N,1,Lands,44922,0.5,TCG,Rogue's Passage
BFZ,242,N,1,Lands,44533,0.99,CS,Sanctum of Ugin
MM3,243,N,1,Lands,44544,1.99,CS,Savage Lands
AKH,248,N,1,Lands,44988,3.49,CS,Sheltered Thicket
STX,272,N,1,Lands,44619,1.79,CK,Shineshadow Snarl
KHM,268,N,1,Lands,44922,0.25,CS,Skemfar Elderhall
AFC,261,N,1,Lands,44765,0.15,TCG,Skycloud Expanse
C13,326,N,1,Lands,44963,0.99,CK,Springjack Pasture
NCC,430,N,1,Lands,44922,0.24,TCG,Sungrass Prairie
VOW,400,N,,Lands,,,,Swamp
C21,320,N,1,Lands,44619,0.25,CK,Tainted Field
BIG,30,N,1,Lands,45653,2.49,TCG,Tarnation Vista
40K,168,N,1,Lands,45078,2.99,CK,Tomb Fortress
STX,274,N,1,Lands,44505,,Packs 1,Vineglimmer Snarl
BLC,352,N,1,Lands,45628,0.17,TCG,Viridescent Bog
ELD,249,N,1,Lands,45429,0.39,TCG,Witch's Cottage
C21,234,N,1,Marchesa Thatcher,44619,1.99,CK,Arcane Signet
KLD,5,N,1,Marchesa Thatcher,44721,7.45,TCG,Authority of the Consuls
C20,257,N,1,Marchesa Thatcher,44619,1.99,CK,Battlefield Forge
ARC,80,N,1,Marchesa Thatcher,45047,1.83,TCG,Batwing Brume
CMR,162,F,1,Marchesa Thatcher,44533,2.99,CS,Blasphemous Act
C16,59,N,1,Marchesa Thatcher,44619,5.99,CK,Blind Obedience
GK1,84,N,1,Marchesa Thatcher,44619,3.19,CK,Boros Charm
MM3,217,N,1,Marchesa Thatcher,44619,0.69,CK,Boros Signet
C21,1,F,1,Marchesa Thatcher,44623,0.99,TCG,"Breena, the Demagogue"
ORI,245,N,1,Marchesa Thatcher,44619,0.79,CK,Caves of Koilos
DOM,239,N,1,Marchesa Thatcher,44722,5.78,TCG,Clifftop Retreat
NEC,167,N,1,Marchesa Thatcher,44636,0.25,TCG,Command Tower
2XM,11,N,1,Marchesa Thatcher,44619,2.29,CK,Council's Judgment
CMR,114,N,1,Marchesa Thatcher,44646,,CMR 1,Court of Ambition
WOC,24,N,1,Marchesa Thatcher,45173,1.99,CK,Court of Embereth
CMR,16,N,1,Marchesa Thatcher,44646,,CMR 1,Court of Grace
C17,167,N,1,Marchesa Thatcher,44619,0.35,CK,Crackling Doom
MH2,80,N,1,Marchesa Thatcher,44619,3.99,CK,Damn
KTK,173,N,1,Marchesa Thatcher,44619,2.99,CK,Deflecting Palm
C20,25,N,1,Marchesa Thatcher,44906,0.45,TCG,Dismantling Wave
AFC,122,N,1,Marchesa Thatcher,44680,2.99,CS,Disrupt Decorum
INV,102,N,1,Marchesa Thatcher,44828,3.39,TCG,Do or Die
XLN,252,N,1,Marchesa Thatcher,44906,1.75,TCG,Dragonskull Summit
C16,1,N,1,Marchesa Thatcher,44619,0.99,CS,Duelist's Heritage
NEC,168,N,1,Marchesa Thatcher,44619,0.35,CK,Exotic Orchard
MOC,399,N,1,Marchesa Thatcher,45130,1.74,TCG,Fetid Heath
CLU,32,N,1,Marchesa Thatcher,45376,1.81,TCG,Frenzied Gorespawn
C20,152,N,1,Marchesa Thatcher,44849,0.23,TCG,Fumiko the Lowblood
VOC,87,N,1,Marchesa Thatcher,44619,2.49,CK,Ghostly Prison
AVR,209,N,1,Marchesa Thatcher,44721,6.75,TCG,"Gisela, Blade of Goldnight"
GTC,242,N,1,Marchesa Thatcher,44891,8.74,TCG,Godless Shrine
IMA,237,N,1,Marchesa Thatcher,45130,5.98,TCG,Graven Cairns
MID,263,F,1,Marchesa Thatcher,44619,9.99,CK,Haunted Ridge
DIS,151,N,1,Marchesa Thatcher,45173,1.83,CK,Hide // Seek
C21,71,N,1,Marchesa Thatcher,44619,7.49,CK,Inkshield
MOM,114,N,1,Marchesa Thatcher,45047,1.49,CS,"Invasion of Fiora // Marchesa, Resolute Monarch"
MD1,16,N,1,Marchesa Thatcher,45727,1.81,TCG,Isolated Chapel
KLD,183,N,1,Marchesa Thatcher,44619,3.99,CK,"Kambal, Consul of Allocation"
AFC,49,F,1,Marchesa Thatcher,44619,1.49,CS,"Karazikar, the Eye Tyrant"
KHM,324,N,1,Marchesa Thatcher,44963,0.09,TCG,"Kardur, Doomscourge"
MH1,205,N,1,Marchesa Thatcher,45293,0.93,TCG,Kaya's Guile
CMR,27,N,1,Marchesa Thatcher,44646,,CMR 1,Keeper of the Accord
NCC,48,N,1,Marchesa Thatcher,45653,2.19,TCG,Life of the Party
BRO,12,N,1,Marchesa Thatcher,44883,1.4,TCG,Loran of the Third Path
A25,23,N,1,Marchesa Thatcher,44619,11.99,CK,Luminarch Ascension
CLB,355,N,1,Marchesa Thatcher,44722,6.42,TCG,Luxury Suite
m21,27,N,1,Marchesa Thatcher,44619,16.99,CK,"Mangara, the Diplomat"
CN2,44,N,1,Marchesa Thatcher,44619,3.49,CK,Marchesa's Decree
SOK,19,N,1,Marchesa Thatcher,44735,8.21,TCG,"Michiko Konda, Truth Seeker"
FRF,109,N,1,Marchesa Thatcher,44619,0.35,CK,Mob Rule
MKC,4,F,1,Marchesa Thatcher,45376,0.17,TCG,"Nelly Borca, Impulsive Accuser"
KTK,237,N,1,Marchesa Thatcher,44619,0.99,CK,Nomad Outpost
C13,84,N,1,Marchesa Thatcher,44849,5.75,TCG,Ophiomancer
MH2,232,N,1,Marchesa Thatcher,45078,0.69,CK,Ornithopter of Paradise
C15,262,N,1,Marchesa Thatcher,44619,0.79,CK,Orzhov Signet
BRO,111,N,1,Marchesa Thatcher,44884,0.44,TCG,Painful Quandary
DMC,116,N,1,Marchesa Thatcher,44849,0.49,CS,Painful Truths
MM3,17,N,1,Marchesa Thatcher,44849,1.87,TCG,Path to Exile
CMR,531,F,1,Marchesa Thatcher,45319,1.8,TCG,Queen Marchesa
C17,221,N,1,Marchesa Thatcher,44619,1.29,CK,Rakdos Signet
KHM,300,N,1,Marchesa Thatcher,44942,0.55,TCG,"Reidane, God of the Worthy // Valkmira, Protector's Shield"
DMU,236,N,1,Marchesa Thatcher,44942,1.92,TCG,Relic of Legends
M12,105,N,1,Marchesa Thatcher,44619,1.29,CK,Royal Assassin
NCC,423,N,1,Marchesa Thatcher,45130,2.64,TCG,Rugged Prairie
IKO,204,N,1,Marchesa Thatcher,44619,5.99,CK,Ruinous Ultimatum
VOW,264,N,1,Marchesa Thatcher,45130,7.17,TCG,Shattered Sanctum
CLB,870,N,1,Marchesa Thatcher,44787,,Precon 1 Nalia,Skullclamp
ZNR,127,N,1,Marchesa Thatcher,44561,0.99,CK,Soul Shatter
CMR,356,N,1,Marchesa Thatcher,44722,5.86,TCG,Spectator Seating
VOW,266,N,1,Marchesa Thatcher,45130,6.16,TCG,Sundown Pass
EMA,32,N,1,Marchesa Thatcher,44619,3.49,CK,Swords to Plowshares
MH1,230,N,1,Marchesa Thatcher,44619,2.49,CK,Talisman of Conviction
MH1,233,N,1,Marchesa Thatcher,44619,2.29,CK,Talisman of Hierarchy
LTC,71,N,1,Marchesa Thatcher,45130,0.82,TCG,Taunt from the Rampart
VOC,186,N,1,Marchesa Thatcher,44619,1.49,CK,Temple of Malice
M21,255,N,1,Marchesa Thatcher,44619,0.49,CK,Temple of Silence
M21,256,N,1,Marchesa Thatcher,44619,0.39,CK,Temple of Triumph
CMR,153,N,1,Marchesa Thatcher,44544,8.99,CS,"Tevesh Szat, Doom of Fools"
EMN,46,N,1,Marchesa Thatcher,44619,5.99,CK,"Thalia, Heretic Cathar"
XLN,249,N,1,Marchesa Thatcher,44963,2.99,CK,Thaumatic Compass // Spires of Orazca
MMQ,330,N,1,Marchesa Thatcher,45130,8.51,TCG,Tower of the Magistrate
C13,25,N,1,Marchesa Thatcher,44836,0.2,TCG,Unexpectedly Absent
MKC,17,N,1,Marchesa Thatcher,45653,0.19,TCG,Unexplained Absence
CMR,360,N,1,Marchesa Thatcher,44646,,CMR 1,Vault of Champions
CLB,812,N,1,Marchesa Thatcher,44758,0.99,CS,Vengeful Ancestor
NCC,384,N,1,Marchesa Thatcher,44699,1.03,TCG,Wayfarer's Bauble
MH3,239,N,1,Marchesa Thatcher,45536,,Packs 2,Witch Enchanter // Witch-Blessed Meadow
DMR,315,N,1,Marchesa Thatcher,45089,7.96,TCG,"Yawgmoth, Thran Physician"
CMR,265,N,1,"Miara and Kamahl, Murder Hippies",44646,,CMR 1,Abomination of Llanowar
A25,160,N,1,"Miara and Kamahl, Murder Hippies",44660,0.75,CS,Arbor Elf
2X2,175,N,1,"Miara and Kamahl, Murder Hippies",44758,7.99,CS,Assassin's Trophy
C21,277,N,1,"Miara and Kamahl, Murder Hippies",45130,0.15,TCG,Barren Moor
GRN,123,N,1,"Miara and Kamahl, Murder Hippies",44660,2.99,CS,Beast Whisperer
MH2,150,N,1,"Miara and Kamahl, Murder Hippies",46096,0.5,Mana Pool,Blessed Respite
ONC,145,N,1,"Miara and Kamahl, Murder Hippies",44963,0.43,CK,Bojuka Bog
KHC,12,N,1,"Miara and Kamahl, Murder Hippies",44660,0.15,TCG,Bounty of Skemfar
KHM,378,N,1,"Miara and Kamahl, Murder Hippies",44660,0.48,TCG,Canopy Tactician
ECL,171,N,1,"Miara and Kamahl, Murder Hippies",46040,0.65,TCG,Champions of the Perfect
MBS,78,N,1,"Miara and Kamahl, Murder Hippies",44794,0.25,TCG,Creeping Corrosion
CLB,745,N,1,"Miara and Kamahl, Murder Hippies",44922,0.18,TCG,Crippling Fear
BRO,260,N,1,"Miara and Kamahl, Murder Hippies",44903,0.55,TCG,Demolition Field
DDU,2,N,1,"Miara and Kamahl, Murder Hippies",44660,0.25,TCG,"Dwynen, Gilt-Leaf Daen"
ECL,218,N,1,"Miara and Kamahl, Murder Hippies",46096,0.3,Mana Pool,Eclipsed Elf
KHM,93,N,1,"Miara and Kamahl, Murder Hippies",44794,0.1,TCG,Elderfang Disciple
KHC,15,N,1,"Miara and Kamahl, Murder Hippies",44660,0.21,TCG,Elderfang Venom
KHM,391,N,1,"Miara and Kamahl, Murder Hippies",44660,0.49,CS,Elven Ambush
C14,190,N,1,"Miara and Kamahl, Murder Hippies",44660,1.49,CS,Elvish Archdruid
CMR,121,N,1,"Miara and Kamahl, Murder Hippies",44660,0.49,CS,Elvish Dreadlord
ONS,255,N,1,"Miara and Kamahl, Murder Hippies",44660,0.99,CS,Elvish Guidance
M15,173,N,1,"Miara and Kamahl, Murder Hippies",44660,0.75,CS,Elvish Mystic
KHC,59,N,1,"Miara and Kamahl, Murder Hippies",44660,0.65,TCG,Elvish Promenade
KHM,363,N,1,"Miara and Kamahl, Murder Hippies",44660,2.03,TCG,Elvish Warmaster
BRO,177,N,1,"Miara and Kamahl, Murder Hippies",44884,0.45,TCG,Fade from History
CMR,225,N,1,"Miara and Kamahl, Murder Hippies",44646,,CMR 1,Farhaven Elf
EOC,21,N,1,"Miara and Kamahl, Murder Hippies",46040,0.3,TCG,Festering Thicket
CMM,740,N,1,"Miara and Kamahl, Murder Hippies",45628,1.43,TCG,For the Ancestors
CMR,228,N,1,"Miara and Kamahl, Murder Hippies",44646,,CMR 1,Fyndhorn Elves
SNC,148,N,1,"Miara and Kamahl, Murder Hippies",44828,0.44,TCG,Gala Greeters
PLST,LRW-268,N,1,"Miara and Kamahl, Murder Hippies",45628,2.68,TCG,Gilt-Leaf Palace
ECL,102,N,1,"Miara and Kamahl, Murder Hippies",46040,0.45,TCG,Gloom Ripper
ORI,100,N,1,"Miara and Kamahl, Murder Hippies",44660,0.49,CS,Gnarlroot Trapper
C20,277,N,1,"Miara and Kamahl, Murder Hippies",44619,0.25,CK,Golgari Rot Farm
C18,251,N,1,"Miara and Kamahl, Murder Hippies",45149,0.5,TCG,Grim Backwoods
KHM,212,F,1,"Miara and Kamahl, Murder Hippies",44660,0.15,TCG,"Harald, King of Skemfar"
UDS,108,N,1,"Miara and Kamahl, Murder Hippies",45047,0.25,CS,Heart Warden
CMR,234,N,1,"Miara and Kamahl, Murder Hippies",44660,0.28,TCG,Immaculate Magistrate
CMR,235,N,1,"Miara and Kamahl, Murder Hippies",44646,,CMR 1,Imperious Perfect
CMR,237,N,1,"Miara and Kamahl, Murder Hippies",44646,,CMR 1,"Kamahl, Heart of Krosa"
KHC,1,N,1,"Miara and Kamahl, Murder Hippies",44660,1.28,TCG,"Lathril, Blade of the Elves"
IKO,163,N,1,"Miara and Kamahl, Murder Hippies",44505,,Packs 1,Lead the Stampede
NCC,36,N,1,"Miara and Kamahl, Murder Hippies",44922,1.08,TCG,Lethal Scheme
M10,189,N,1,"Miara and Kamahl, Murder Hippies",44660,0.25,CS,Llanowar Elves
DSC,287,N,1,"Miara and Kamahl, Murder Hippies",45559,1.01,TCG,Llanowar Wastes
EMA,176,N,1,"Miara and Kamahl, Murder Hippies",44660,0.25,CS,Lys Alana Huntmaster
DOM,172,N,1,"Miara and Kamahl, Murder Hippies",44660,1.49,CS,"Marwyn, the Nurturer"
CMR,133,N,1,"Miara and Kamahl, Murder Hippies",44646,,CMR 1,"Miara, Thorn of the Glade"
M20,214,N,1,"Miara and Kamahl, Murder Hippies",44544,0.39,CK,Moldervine Reclamation
ECL,236,N,1,"Miara and Kamahl, Murder Hippies",46096,0.3,Mana Pool,Morcant's Loyalist
CMR,135,N,1,"Miara and Kamahl, Murder Hippies",44646,,CMR 1,"Nadier, Agent of the Duskenel"
CMR,136,N,1,"Miara and Kamahl, Murder Hippies",44646,,CMR 1,Nadier's Nightblade
STX,269,N,1,"Miara and Kamahl, Murder Hippies",44619,1.79,CK,Necroblossom Snarl
SCD,200,N,1,"Miara and Kamahl, Murder Hippies",45248,0.18,TCG,Nullmage Shepherd
MH1,243,N,1,"Miara and Kamahl, Murder Hippies",45683,5.61,TCG,Nurturing Peatland
KHC,9,N,1,"Miara and Kamahl, Murder Hippies",45220,4.56,TCG,Pact of the Serpent
CMR,353,N,1,"Miara and Kamahl, Murder Hippies",44646,,CMR 1,Path of Ancestry
M19,220,N,1,"Miara and Kamahl, Murder Hippies",44544,0.99,CS,Poison-Tip Archer
MH3,286,N,1,"Miara and Kamahl, Murder Hippies",45536,,Packs 2,Priest of Titania
C15,198,N,1,"Miara and Kamahl, Murder Hippies",44735,0.69,TCG,Primal Growth
KHC,53,N,1,"Miara and Kamahl, Murder Hippies",44660,0.18,TCG,Prowess of the Fair
CMR,248,N,1,"Miara and Kamahl, Murder Hippies",44646,,CMR 1,Reclamation Sage
MH3,256,N,1,"Miara and Kamahl, Murder Hippies",45559,0.98,TCG,Revitalizing Repast // Old-Growth Grove
KHC,73,N,1,"Miara and Kamahl, Murder Hippies",44660,0.23,TCG,Rhys the Exiled
KHC,10,N,1,"Miara and Kamahl, Murder Hippies",44660,0.15,TCG,Ruthless Winnower
ECL,193,N,1,"Miara and Kamahl, Murder Hippies",46096,,Draft Lorwyn,Selfless Safewright
CLB,146,N,1,"Miara and Kamahl, Murder Hippies",45130,0.2,TCG,"Shadowheart, Dark Justiciar"
EMA,205,N,1,"Miara and Kamahl, Murder Hippies",44660,0.25,CS,Shaman of the Pack
KHM,109,N,1,"Miara and Kamahl, Murder Hippies",44660,0.15,TCG,Skemfar Avenger
KHM,110,F,1,"Miara and Kamahl, Murder Hippies",44660,0.15,TCG,Skemfar Shadowsage
KHC,75,N,1,"Miara and Kamahl, Murder Hippies",44660,0.25,CS,Sylvan Messenger
M3C,383,N,1,"Miara and Kamahl, Murder Hippies",45540,0.24,TCG,Tainted Wood
M21,253,N,1,"Miara and Kamahl, Murder Hippies",44544,0.75,CS,Temple of Malady
KHC,76,N,1,"Miara and Kamahl, Murder Hippies",44660,0.23,TCG,Timberwatch Elf
5ED,332,N,1,"Miara and Kamahl, Murder Hippies",44836,1,TCG,Titania's Song
DDU,29,N,1,"Miara and Kamahl, Murder Hippies",45130,0.15,TCG,Tranquil Thicket
DSC,320,N,1,"Miara and Kamahl, Murder Hippies",45718,0.97,TCG,Twilight Mire
M3C,399,N,1,"Miara and Kamahl, Murder Hippies",45540,0.29,TCG,Unclaimed Territory
ECC,63,N,1,"Miara and Kamahl, Murder Hippies",46040,0.47,TCG,Vernal Fen
BLC,352,N,1,"Miara and Kamahl, Murder Hippies",45628,0.17,TCG,Viridescent Bog
ECL,202,N,1,"Miara and Kamahl, Murder Hippies",46096,,Draft Lorwyn,Virulent Emissary
ONS,303,N,1,"Miara and Kamahl, Murder Hippies",45220,0.2,TCG,Wirewood Pride
KHC,14,N,1,"Miara and Kamahl, Murder Hippies",44660,0.87,TCG,Wolverine Riders
EXO,130,N,1,"Miara and Kamahl, Murder Hippies",44864,0.49,TCG,Wood Elves
DOM,248,N,1,"Miara and Kamahl, Murder Hippies",44722,3,TCG,Woodland Cemetery
C20,77,N,1,"Nalia, Bring your +1 to the Party",44901,0.1,TCG,Banisher Priest
CLB,672,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Solemn Doomguide
OTC,9,N,1,"Nalia, Bring your +1 to the Party",45485,3.99,TCG,Angel of Indemnity
CLB,686,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Archpriest of Iona
CLB,687,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Austere Command
OTJ,4,N,1,"Nalia, Bring your +1 to the Party",45470,1.18,TCG,Aven Interrupter
CLB,688,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Aven Mindcensor
SLX,10,N,1,"Nalia, Bring your +1 to the Party",45196,0.89,TCG,"Baldin, Century Herdmaster"
CLB,669,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Black Market Connections
ZNR,91,N,1,"Nalia, Bring your +1 to the Party",44790,0.25,CS,Blackbloom Rogue // Blackbloom Bog
C21,137,N,1,"Nalia, Bring your +1 to the Party",44790,0.2,TCG,Bloodtracker
CLB,882,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Bojuka Bog
CLB,653,F,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,"Burakos, Party Leader"
CLB,742,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Calculating Lich
DMU,244,N,1,"Nalia, Bring your +1 to the Party",44906,0.49,CS,Caves of Koilos
CLB,743,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Changeling Outcast
CLB,351,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Command Tower
M21,13,N,1,"Nalia, Bring your +1 to the Party",45415,0.46,TCG,Containment Priest
NCC,116,N,1,"Nalia, Bring your +1 to the Party",44814,2.16,TCG,Damning Verdict
MM2,75,N,1,"Nalia, Bring your +1 to the Party",45787,5.5,TCG,Dark Confidant
CLB,658,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Deep Gnome Terramancer
OTC,287,N,1,"Nalia, Bring your +1 to the Party",45559,0.75,TCG,Desolate Mire
ODY,18,N,1,"Nalia, Bring your +1 to the Party",44836,4,TCG,Devoted Caretaker
HOU,63,N,1,"Nalia, Bring your +1 to the Party",44790,0.24,TCG,Dreamstealer
SOC,53,N,1,"Nalia, Bring your +1 to the Party",46195,2.58,Mana Pool,Eclipsed Steppe
DMU,198,N,1,"Nalia, Bring your +1 to the Party",45047,0.35,CS,"Elas il-Kor, Sadistic Pilgrim"
EOE,97,N,1,"Nalia, Bring your +1 to the Party",46040,0.45,TCG,Elegy Acolyte
ZNR,12,N,1,"Nalia, Bring your +1 to the Party",44963,7.99,CK,"Emeria's Call // Emeria, Shattered Skyclave"
MH3,23,N,1,"Nalia, Bring your +1 to the Party",45485,0.5,TCG,Envoy of the Ancestors
ZNR,292,N,1,"Nalia, Bring your +1 to the Party",44790,1.99,CS,Felidar Retreat
CLB,845,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,"Felisa, Fang of Silverquill"
NCC,401,N,1,"Nalia, Bring your +1 to the Party",44906,2.1,TCG,Fetid Heath
A25,14,N,1,"Nalia, Bring your +1 to the Party",44790,0.25,CS,Fiend Hunter
LTR,290,N,1,"Nalia, Bring your +1 to the Party",45376,0.92,TCG,"Gandalf, White Rider"
NCC,201,N,1,"Nalia, Bring your +1 to the Party",44780,2.17,TCG,Generous Gift
CLB,754,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Grim Haruspex
ZNR,106,N,1,"Nalia, Bring your +1 to the Party",46096,1.86,Mana Pool,Hagra Mauling // Hagra Broodpit
CLB,659,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Harper Recruiter
DOM,241,N,1,"Nalia, Bring your +1 to the Party",44722,3.93,TCG,Isolated Chapel
CLB,697,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Jazal Goldmane
SOS,23,N,1,"Nalia, Bring your +1 to the Party",46195,0.35,Mana Pool,Joined Researchers // Secret Rendezvous
WAR,248,N,1,"Nalia, Bring your +1 to the Party",44790,3.99,CS,Karn's Bastion
LCI,20,N,1,"Nalia, Bring your +1 to the Party",45248,0.35,TCG,Kutzil's Flanker
CLB,29,N,1,"Nalia, Bring your +1 to the Party",44790,0.47,TCG,"Lae'zel, Vlaakith's Champion"
C17,65,N,1,"Nalia, Bring your +1 to the Party",44901,0.29,TCG,Leonin Relic-Warder
LTR,420,N,1,"Nalia, Bring your +1 to the Party",45293,3.46,TCG,Minas Tirith
CLB,762,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Mindblade Render
CLB,701,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Mirror Entity
CLB,900,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Mortuary Mire
EMA,22,N,1,"Nalia, Bring your +1 to the Party",44864,1.98,TCG,Mother of Runes
CLB,684,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Multiclass Baldric
CLB,903,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Mutavault
CLB,643,N,1,"Nalia, Bring your +1 to the Party",44792,0.68,TCG,Nalia de'Arnise
C20,3,N,1,"Nalia, Bring your +1 to the Party",44790,2.99,CS,"Nikara, Lair Scavenger"
C21,20,N,1,"Nalia, Bring your +1 to the Party",44619,0.35,CK,"Nils, Discipline Enforcer"
AKH,233,N,1,"Nalia, Bring your +1 to the Party",44790,2.49,CS,Oketra's Monument
JMP,261,N,1,"Nalia, Bring your +1 to the Party",44790,0.49,CS,Oona's Blackguard
CLB,705,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Rumor Gatherer
CLB,660,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Seasoned Dungeoneer
STX,157,N,1,"Nalia, Bring your +1 to the Party",45485,0.5,TCG,Selfless Glyphweaver // Deadly Vanity
CLB,706,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Selfless Spirit
STX,272,N,1,"Nalia, Bring your +1 to the Party",44906,1.99,CS,Shineshadow Snarl
KHM,301,N,1,"Nalia, Bring your +1 to the Party",44790,0.19,TCG,"Sigrid, God-Favored"
ZNR,40,N,1,"Nalia, Bring your +1 to the Party",46096,0.3,Mana Pool,Skyclave Cleric // Skyclave Basilica
EXO,20,N,1,"Nalia, Bring your +1 to the Party",45185,0.19,TCG,Soltari Visionary
FDN,133,N,1,"Nalia, Bring your +1 to the Party",45787,1.5,TCG,Soulstone Sanctuary
CLB,709,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Squad Commander
CLB,917,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Starlit Sanctum
CLB,661,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Stick Together
VOC,9,N,1,"Nalia, Bring your +1 to the Party",45485,0.5,TCG,Storm of Souls
BBD,110,N,1,"Nalia, Bring your +1 to the Party",44780,1.99,TCG,Swords to Plowshares
CLB,919,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Tainted Field
CLB,924,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Temple of Silence
SNC,97,N,1,"Nalia, Bring your +1 to the Party",44688,0.8,TCG,Tenacious Underdog
SOC,60,N,1,"Nalia, Bring your +1 to the Party",46195,0.49,Mana Pool,Umbral Expanse
CLB,710,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Unbreakable Formation
KHM,309,N,1,"Nalia, Bring your +1 to the Party",44493,3.49,CK,"Varragoth, Bloodsky Sire"
CMM,436,N,1,"Nalia, Bring your +1 to the Party",45196,4.99,TCG,Vault of Champions
CLB,927,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Vault of the Archangel
CLB,929,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,War Room
2X2,34,N,1,"Nalia, Bring your +1 to the Party",44790,4.49,CS,Weathered Wayfarer
CLB,49,N,1,"Nalia, Bring your +1 to the Party",44790,0.24,TCG,White Plume Adventurer
CLB,930,N,1,"Nalia, Bring your +1 to the Party",44787,,Precon 1 Nalia,Windbrisk Heights
ELD,249,N,1,"Nalia, Bring your +1 to the Party",44889,0.35,TCG,Witch's Cottage
CLB,52,N,1,"Nalia, Bring your +1 to the Party",44790,0.21,TCG,Your Temple Is Under Attack
MH2,219,N,1,Prosper's Payday Loans,44544,3.49,CS,Academy Manufactor
CLB,298,N,1,Prosper's Payday Loans,44751,0.89,TCG,Arcane Signet
C21,362,N,1,Prosper's Payday Loans,44814,1.18,TCG,Author of Shadows
KHM,311,N,1,Prosper's Payday Loans,44619,6.49,CK,"Birgi, God of Storytelling // Harnfel, Horn of Bounty"
